venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1653897,17843412,Journal of Energy Resources Technology-transactions of The Asme,1,Journal of Energy Resources Technology,2.630691399662732,3753.0,51627.0,0195-0738,Engineering,Engineering,2.6,journal of energy resources technology-transactions of the asme
1663043,30145729,Visual Cognition,1,Visual Cognition,1.991304347826087,1507.0,51871.0,1350-6285,Neuroscience,Psychology,1.7,visual cognition
1673407,79535635,Child Development Perspectives,1,Child Development Perspectives,5.2,788.0,50316.0,1750-8592,Social Sciences,Psychology,5.1,child development perspectives
1661637,31771912,New Directions for Child and Adolescent Development,1,New Directions for Child and Adolescent Development,2.532710280373832,1670.0,42174.0,1520-3247,Social Sciences,Psychology,3.4,new directions for child and adolescent development
1671447,145148825,Advances in Child Development and Behavior,1,Advances in child development and behavior,2.1166666666666667,1035.0,25254.0,0065-2407,Psychology,Psychology,,
1703705,4210206941,Atmospheric Environment: X,1,Atmospheric Environment X,3.955555555555556,212.0,3160.0,2590-1621,Environmental Science,Environmental science,3.8,atmospheric environment-x
1653944,53475899,Differentiation,1,Differentiation,1.9402985074626864,3682.0,118447.0,0301-4681,"Biochemistry, Genetics and Molecular Biology",Biology,2.2,differentiation
1687027,2764689155,Journal of Experimental Psychopathology,1,Journal of Experimental Psychopathology,1.2105263157894737,409.0,6092.0,2043-8087,Psychology,Psychology,1.0,journal of experimental psychopathology
1663589,22422391,Journal of Family History,1,Journal of Family History,0.2317073170731707,1449.0,14821.0,0363-1990,"Economics, Econometrics and Finance",Sociology,0.4,journal of family history
1655006,25235501,Journal of Retailing and Consumer Services,1,Journal of Retailing and Consumer Services,12.565552699228792,3346.0,164192.0,0969-6989,"Business, Management and Accounting",Business,11.0,journal of retailing and consumer services
1685961,1032186559,Chinese Historical Review,1,The Chinese Historical Review,0.2592592592592592,438.0,1919.0,1547-402X,Social Sciences,Political science,0.1,chinese historical review
1705948,4210172741,East Asian publishing and society,1,East Asian Publishing and Society,0.0434782608695652,158.0,167.0,2210-6278,Social Sciences,History,0.3,east asian publishing and society
1662700,61402464,Royal Institute of Philosophy Supplement,1,Royal Institute of Philosophy Supplement,0.821917808219178,1482.0,9411.0,1358-2461,Psychology,Philosophy,,
1650872,186451451,Biotechnology Progress,1,Biotechnology Progress,1.7849829351535835,6058.0,207005.0,1520-6033,"Biochemistry, Genetics and Molecular Biology",Chemistry,2.5,biotechnology progress
1705887,4306524969,Publication of: Routledge,1,Publication of: Routledge,0.0,152.0,49.0,,Engineering,Engineering,,
1662805,139338994,Contemporary South Asia,1,Contemporary South Asia,0.7439024390243902,1537.0,11580.0,0958-4935,Social Sciences,Political science,0.5,contemporary south asia
1688002,143617034,Journal of Lgbt Issues in Counseling,1,Journal of LGBTQ Issues in Counseling,0.0,377.0,5615.0,1553-8605,Psychology,Psychology,,
1696453,4210229624,The journal of counselor preparation and supervision,1,Journal of Counselor Preparation and Supervision,0.3529411764705882,263.0,1070.0,2164-3288,Psychology,Psychology,,
1689411,4210227147,The Professional Counselor,1,The Professional Counselor,1.530612244897959,365.0,3906.0,2164-3989,Psychology,Psychology,,
1695068,39641122,The Journal of Humanistic Counseling,1,The Journal of Humanistic Counseling,0.7090909090909091,291.0,1995.0,2159-0311,Psychology,Psychology,0.8,journal of humanistic counseling
1706487,158706346,Counseling Outcome Research and Evaluation,1,Counseling Outcome Research and Evaluation,2.8333333333333335,143.0,1953.0,2150-1386,Psychology,Psychology,,
1707734,4210212522,Journal of counselor leadership and advocacy,1,Journal of Counselor Leadership and Advocacy,2.0,134.0,915.0,2326-716X,Psychology,Psychology,,
1711901,3207635824,Journal of LGBTQ Issues in Counseling,1,Journal of LGBTQ Issues in Counseling,0.6610169491525424,53.0,105.0,2692-4951,Psychology,Psychology,0.7,journal of lgbtq issues in counseling
1712070,4210237617,Journal of counseling sexology & sexual wellness,1,Journal of Counseling Sexology and Sexual Wellness,0.35,51.0,89.0,2577-1299,Psychology,Psychology,,
1712891,4210230544,Journal of technology in counselor education and supervision,1,Journal of Technology in Counselor Education and Supervision,0.7,0.0,0.0,2692-4129,Psychology,Psychology,,
1667470,25866431,Journal of Multicultural Counseling and Development,1,Journal of Multicultural Counseling and Development,1.036144578313253,1109.0,23468.0,0883-8534,Psychology,Psychology,0.8,journal of multicultural counseling and development
1684716,4306506836,"Conference title not supplied, Conference location not supplied, Conference dates not supplied",1,"Conference title not supplied, Conference location not supplied, Conference dates not supplied",0.0,409.0,370.0,,Materials Science,Physics,,
1670685,119908498,Journal of International Marketing,1,Journal of International Marketing,5.113207547169812,910.0,56036.0,1069-031X,"Business, Management and Accounting",Business,4.9,journal of international marketing
1653556,4210219319,International series in management science/operations research,1,International series in management science/operations research/International series in operations research & management science,0.484,4372.0,82901.0,0884-8289,"Business, Management and Accounting",Computer science,,
1684546,4210174510,Advances in strategic management,1,Advances in strategic management,0.0,545.0,33999.0,0742-3322,"Business, Management and Accounting",Computer science,,
1694592,2764883386,Journal of Environmental Economics and Policy,1,Journal of Environmental Economics and Policy,2.34375,295.0,3110.0,2160-6544,"Economics, Econometrics and Finance",Economics,1.9,journal of environmental economics and policy
1677366,27827792,Journal of Forest Economics,1,Journal of Forest Economics,0.7428571428571429,635.0,9969.0,1104-6899,Environmental Science,Economics,0.7,journal of forest economics
1654707,127754761,Journal of Water Resources Planning and Management,1,Journal of Water Resources Planning and Management,3.0063897763578273,3362.0,104328.0,0733-9496,Engineering,Environmental science,3.0,journal of water resources planning and management
1655977,135316137,Wildlife Society Bulletin,1,Wildlife Society Bulletin,0.0,2640.0,64921.0,0091-7648,Environmental Science,Biology,,
1662448,122498148,Leisure Sciences,1,Leisure Sciences,1.793388429752066,1594.0,62130.0,0149-0400,Psychology,Psychology,2.2,leisure sciences
1664939,164923136,Environment and Development Economics,1,Environment and Development Economics,1.8111111111111111,1318.0,39509.0,1355-770X,"Economics, Econometrics and Finance",Economics,2.2,environment and development economics
1667418,200274427,Pacific Economic Review,1,Pacific Economic Review,0.9142857142857144,1104.0,12313.0,1361-374X,"Economics, Econometrics and Finance",Economics,1.1,pacific economic review
1667897,2764593300,Agricultural and Resource Economics Review,1,Agricultural and Resource Economics Review,0.9655172413793104,1081.0,16418.0,1068-2805,"Economics, Econometrics and Finance",Economics,1.3,agricultural and resource economics review
1683656,2765073796,International Journal of Ecological Economics and Statistics,1,International journal of ecological economics and statistics,0.6666666666666666,453.0,923.0,0973-1385,Medicine,Biology,0.2,international journal of ecological economics & statistics
1662249,202178085,Journal of Real Estate Finance and Economics,1,The Journal of Real Estate Finance and Economics,1.9022556390977443,1585.0,52415.0,0895-5638,"Economics, Econometrics and Finance",Business,1.7,journal of real estate finance and economics
1658579,136896044,Environment and Behavior,1,Environment and Behavior,4.684210526315789,2197.0,162071.0,0013-9165,Environmental Science,Psychology,5.2,environment and behavior
1666747,80067902,Compost Science & Utilization,1,Compost Science & Utilization,0.0,1151.0,21122.0,1065-657X,Agricultural and Biological Sciences,Engineering,2.0,compost science & utilization
1660275,73333354,Biocycle,1,Biocycle,0.0,582.0,2602.0,0276-5055,Environmental Science,Engineering,,
1674358,2764531651,Rubber world,1,Rubber world,0.0,88.0,48.0,0035-9572,Materials Science,Materials science,,
1692538,2764784353,Plastics and rubber processing and applications,1,Plastics and rubber processing and applications,0.0,34.0,118.0,0144-6045,Materials Science,Materials science,,
1653377,66330005,Journal of the International AIDS Society,1,Journal of the International AIDS Society,3.806378132118451,3966.0,68210.0,1758-2652,Medicine,Medicine,4.6,journal of the international aids society
1705067,4210193691,The Journal of environmental sciences,1,Journal of the IEST,0.0,165.0,335.0,0022-0906,Engineering,Engineering,,
1665662,41958068,Journal of Consumer Behaviour,1,Journal of Consumer Behaviour,4.302631578947368,1285.0,47506.0,1472-0817,"Business, Management and Accounting",Psychology,4.4,journal of consumer behaviour
1658129,105170393,History of Education,1,History of Education,0.348993288590604,2315.0,11040.0,0046-760X,Social Sciences,Sociology,0.4,history of education
1663448,127060114,Nber Macroeconomics Annual,1,NBER Macroeconomics Annual,2.519230769230769,1374.0,43330.0,0889-3365,"Economics, Econometrics and Finance",Economics,7.5,nber macroeconomics annual
1660734,162341422,European Journal of Archaeology,1,European Journal of Archaeology,0.5702479338842975,1806.0,9012.0,1461-9571,Earth and Planetary Sciences,History,1.2,european journal of archaeology
1679345,90435924,Archeological Papers of The American Anthropological Association,1,Archeological Papers of the American Anthropological Association,0.4827586206896552,571.0,6839.0,1551-823X,Earth and Planetary Sciences,Geography,,
1712858,31534900,Journal of Vibration and Acoustics,1,Journal of vibration and acoustics,1.9477124183006536,3867.0,87857.0,1048-9002,Engineering,Computer science,1.9,journal of vibration and acoustics-transactions of the asme
1711165,4306421124,USENIX Summer Technical Conference,1,USENIX Summer Technical Conference,0.0,62.0,1536.0,,Computer Science,Computer science,,
1674510,101245202,Psychology of Violence,1,Psychology of Violence,2.082706766917293,752.0,20228.0,2152-081X,Social Sciences,Psychology,2.4,psychology of violence
1704966,2764580520,European Journal of Physics Education,1,European Journal Of Physics Education,0.0833333333333333,168.0,631.0,1309-7202,Social Sciences,Mathematics,,
1658736,36756304,Journal of Zoological Systematics and Evolutionary Research,1,Journal of Zoological Systematics & Evolutionary Research,1.8333333333333333,2171.0,35646.0,0947-5745,"Biochemistry, Genetics and Molecular Biology",Biology,2.0,journal of zoological systematics and evolutionary research
1672006,99033363,Journal of Bisexuality,1,Journal of Bisexuality,1.5161290322580645,848.0,9561.0,1529-9716,Psychology,Psychology,1.8,journal of bisexuality
1673548,206312523,Journal of Cultural Economy,1,Journal of Cultural Economy,2.030534351145038,802.0,12166.0,1753-0350,"Economics, Econometrics and Finance",Sociology,1.9,journal of cultural economy
1662575,57050787,Advances in Computational Mathematics,1,Advances in Computational Mathematics,1.6857142857142855,1571.0,44215.0,1019-7168,Engineering,Mathematics,1.7,advances in computational mathematics
1699561,2764360065,American Journal of Cultural Sociology,1,American Journal of Cultural Sociology,0.5272727272727272,243.0,3056.0,2049-7113,Social Sciences,Sociology,0.9,american journal of cultural sociology
1674422,2764979976,The Journal of medieval Latin,1,The Journal of Medieval Latin,0.0,736.0,2044.0,0778-9750,Arts and Humanities,Art,,
1678972,4210182076,Cultural encounters in late antiquity and the Middle Ages,1,Cultural encounters in late antiquity and the Middle Ages,0.1144578313253012,616.0,1728.0,1378-8779,Arts and Humanities,History,,
1679902,4210177479,Revue Mabillon,1,Revue Mabillon,0.0,569.0,626.0,0035-3620,Arts and Humanities,Art,,
1681391,4210237574,Proceedings of meetings on acoustics,1,,,,,,,,,
1676971,97866008,Media Psychology,1,Media Psychology,3.1639344262295084,650.0,40762.0,1521-3269,Arts and Humanities,Psychology,3.4,media psychology
1703526,4306509898,"Estudios - Instituto de Investigaciones Históricas, Antropológicas y Arqueológicas",1,"Estudios - Instituto de Investigaciones Históricas, Antropológicas y Arqueológicas",0.0,194.0,3.0,,Social Sciences,Philosophy,,
1690499,1002854943,Information & Culture,1,Information & Culture,0.5,348.0,1098.0,2164-8034,Social Sciences,Political science,0.6,information & culture
1710498,4210173767,Open Information Science,1,Open Information Science,1.4642857142857142,93.0,571.0,2451-1781,Social Sciences,Computer science,,
1660461,119437531,Journalism Studies,1,Journalism Studies,3.668,1886.0,48220.0,1461-670X,Social Sciences,Sociology,2.8,journalism studies
1667428,4210216544,Proceedings of the annual conference of CAIS,1,Proceedings of the Annual Conference of CAIS / Actes du congrès annuel de l ACSI,0.1612903225806451,1106.0,1190.0,2562-7589,Social Sciences,Computer science,,
1672410,205188871,Media History,1,Media History,0.358974358974359,827.0,4246.0,1368-8804,Social Sciences,History,0.4,media history
1680785,4210190452,The journal of community informatics,1,The Journal of Community Informatics,0.4736842105263157,534.0,4443.0,1712-4441,"Business, Management and Accounting",Computer science,,
1683983,195241399,Library & Information History,1,Library & Information History,0.0109890109890109,469.0,484.0,1758-3489,Social Sciences,History,0.1,library & information history
1708529,4306532234,The International Encyclopedia of Digital Communication and Society,1,The International Encyclopedia of Digital Communication and Society,0.0,0.0,0.0,,Social Sciences,Computer science,,
1677913,104811990,State and Local Government Review,1,State and Local Government Review,0.9322033898305084,620.0,7166.0,0160-323X,Social Sciences,Political science,,
